6.47470713,15.88797092,13.22606182
10.79729080,13.63582325,-2.14703465
-10.83958817,16.56172943,13.56090832
6.57758760,22.72279549,3.79446650
21.40038300,9.32603264,-0.92091560
-1.95188415,23.15168953,11.37732601
8.65651226,6.61512423,16.56303024
-2.29883361,13.92757034,11.11532021
-9.12650108,14.32445431,-2.70814443
-11.08793545,11.51046467,6.15565014
-7.79919910,12.96686554,-18.22318649
5.00282526,13.97771168,4.63282537
3.75251722,17.46776009,-14.64120007
-6.85154629,18.51751709,6.08985519
7.61272478,7.11493063,-4.92602921
-17.14975357,7.93595076,-6.15450096
3.99338269,6.27600241,-12.66525173
-0.73565829,17.50288963,1.30604434
-3.35031343,15.31019974,-6.49616146
10.09864998,13.13888168,18.48294067
13.33747673,15.83006382,12.59699154
2.89734221,19.27734184,8.45035934
5.81975508,18.15010071,-1.16826618
10.43629742,17.70333290,6.19264460
-7.63198042,14.00196648,-11.66092110
-14.79233742,13.92136383,-5.75422621
5.05823421,14.74602032,-9.03587437
3.79047966,10.77427769,10.58518219
-2.45232272,21.18460464,-4.73733282
15.58754539,9.59491539,-2.83163977
-10.43526268,10.61654377,14.30319023
19.64384651,3.50779510,-4.46793842
1.64801407,7.87839651,-0.25224110
3.81673145,11.59429359,-15.21862507
9.24886703,10.45303726,2.56478524
-10.41606140,8.68038559,-15.18728924
-8.28029633,9.61673069,0.54623288
2.12492919,22.37114716,0.15253551
-0.62492251,17.66547775,-10.95087528
-10.65189552,10.02587032,-6.12106800
15.17337704,15.52442074,0.87881291
-5.80801344,15.16280270,1.72653866
-11.24201965,19.83770752,9.14775467
5.68884468,11.09151554,15.67692757
10.28694153,13.29889297,-7.55110598
-11.12680340,17.82285309,-6.26950216
-7.43952894,14.73941803,9.84288025
4.61597300,3.60759044,14.86878395
-2.31099701,18.61782837,8.73909473
-2.42978907,13.26000500,-1.77781034
-3.24248528,10.79274750,-16.92344856
-6.47588348,20.81969833,10.76138210
0.97861212,17.63803101,-3.48555851
-9.52909374,21.24746323,14.94677734
1.42477071,12.62353230,1.37864709
3.61861134,18.67452240,3.51706576
3.77339315,7.52109671,18.60876846
-13.27925682,12.29148102,10.56583118
11.04512310,11.60240746,13.85192966
1.87631762,14.03841877,13.79810333
9.98065376,17.09546089,1.29982352
-13.50518703,5.36128998,5.90585423
18.68914604,8.53014469,-6.49904394
9.78479004,19.40064430,14.16092682
-5.01568460,11.01050568,-8.79606628
18.54162216,13.43953991,-2.66666508
6.64761734,7.69619703,-16.41182137
6.89468479,14.98924065,-4.61178112
-16.63497353,15.92456055,-9.65251732
-9.47836018,7.41345501,8.19069481
12.08930588,13.89293289,4.01356983
6.51179647,10.40322113,-8.06953907
13.86035633,15.28837013,-5.27597427
